name	types	score	votes	watched	plan_to_watch	full_name	year	nations	languages	runtime	fivestars	tags	tags	imdb
卡比利亚之夜	剧情/爱情	9.0	12490	15710	24093	卡比利亚之夜 Le notti di Cabiria	1957	意大利 / 法国	意大利语	110	58.5%,33.6%,7.2%,0.5%,0.2%	费里尼,意大利,意大利电影,爱情,FedericoFellini,1957,Federico_Fellini,1950s	费里尼,意大利,意大利电影,爱情,FedericoFellini,1957,Federico_Fellini,1950s	http://www.imdb.com/title/tt0050783
我的父亲，我的儿子	剧情/家庭	9.0	12308	15115	25016	我的父亲，我的儿子 Babam ve Oğlum	2005	土耳其	土耳其语	113	60.9%,30.5%,7.5%,0.7%,0.3%	土耳其,亲情,父爱,感动,成长,剧情,人生,经典	土耳其,亲情,父爱,感动,成长,剧情,人生,经典	http://www.imdb.com/title/tt0476735
生之欲	剧情	9.0	12007	14855	19856	生之欲 生きる	1952	日本	日语 / 英语	143	61.4%,31.0%,6.6%,0.8%,0.2%	黑泽明,日本,日本电影,人性,1952,经典,生之欲,志村乔	黑泽明,日本,日本电影,人性,1952,经典,生之欲,志村乔	http://www.imdb.com/title/tt0044741
将军号	剧情/喜剧/动作/战争/冒险	9.0	8355	9789	8110	将军号 The General	1926	美国	无对白	67	57.8%,34.6%,6.9%,0.5%,0.1%	默片,美国,喜剧,黑白,1926,战争,经典,爱情	默片,美国,喜剧,黑白,1926,战争,经典,爱情	http://www.imdb.com/title/tt0017925
我是	剧情	9.0	6540	7986	18392	我是 Jestem	2005	波兰	波兰语	93	61.0%,31.1%,6.7%,0.8%,0.3%	波兰,儿童,波兰电影,成长,剧情,孤独,2005,电影	波兰,儿童,波兰电影,成长,剧情,孤独,2005,电影	http://www.imdb.com/title/tt0478175
士兵之歌	剧情/爱情/战争	9.0	3935	4784	6025	士兵之歌 Баллада о солдате	1959	苏联	俄语	88	58.5%,34.5%,6.6%,0.2%,0.1%	苏联,战争,苏联电影,爱情,二战,1959,俄罗斯,丘赫拉依	苏联,战争,苏联电影,爱情,二战,1959,俄罗斯,丘赫拉依	http://www.imdb.com/title/tt0052600
流浪者之歌	剧情/喜剧/犯罪/奇幻	9.0	3789	4889	14373	流浪者之歌 Дом за вешање	1988	意大利 / 英国 / 南斯拉夫	英语 / 意大利语 / 塞尔维亚-克罗地亚语 / 吉普赛语	142	60.5%,32.0%,6.8%,0.6%,0.1%	库斯图里卡,南斯拉夫,流浪者之歌,南斯拉夫电影,EmirKusturica,剧情,Emir_Kusturica,1989	库斯图里卡,南斯拉夫,流浪者之歌,南斯拉夫电影,EmirKusturica,剧情,Emir_Kusturica,1989	http://www.imdb.com/title/tt0097223
纽伦堡的审判	剧情/历史	9.0	3381	4165	8848	纽伦堡的审判 Judgment at Nuremberg	1961	美国	英语 / 德语	186	60.5%,31.9%,6.8%,0.4%,0.4%	美国,二战,法律,历史,政治,战争,审判,美国电影	美国,二战,法律,历史,政治,战争,审判,美国电影	http://www.imdb.com/title/tt0055031
战争与和平	剧情/爱情/历史/战争	9.0	2858	3923	9681	战争与和平 Война и мир	1966	苏联	俄语 / 德语 / 法语	401	61.6%,28.9%,8.2%,0.9%,0.4%	苏联,名著改编,战争与和平,经典,战争,苏联电影,俄罗斯,爱情	苏联,名著改编,战争与和平,经典,战争,苏联电影,俄罗斯,爱情	http://www.imdb.com/title/tt0063794
木更津猫眼 世界系列	剧情/喜剧	9.0	2768	3384	3287	木更津猫眼 世界系列 木更津キャッツアイ ワールドシリーズ	2006	日本	日语	131	59.4%,29.6%,10.4%,0.5%,0.1%	宫藤官九郎,日本,冈田准一,櫻井翔,日本电影,日剧,塚本高史,木更津猫眼	宫藤官九郎,日本,冈田准一,櫻井翔,日本电影,日剧,塚本高史,木更津猫眼	http://www.imdb.com/title/tt0805319
无言的山丘	剧情/历史	9.0	2486	3120	8544	无言的山丘 無言的山丘	1992	台湾	闽南语 / 日语	176	55.8%,37.1%,6.2%,0.7%,0.2%	台湾,王童,吴念真,台湾电影,1992,无言的山丘,剧情,杨贵媚	台湾,王童,吴念真,台湾电影,1992,无言的山丘,剧情,杨贵媚	http://www.imdb.com/title/tt0108602
海蒂	剧情/家庭	9.0	2231	2957	3475	海蒂 Heidi	1993	美国 / 意大利	英语	193	56.6%,35.8%,7.2%,0.3%,0.1%	童年,美国,阿尔卑斯山的少女,正大剧场,亲情,美国电影,童年回忆,儿童	童年,美国,阿尔卑斯山的少女,正大剧场,亲情,美国电影,童年回忆,儿童	http://www.imdb.com/title/tt0107099
我是古巴	剧情	9.0	2010	2550	8282	我是古巴 Я - Куба	1964	苏联 / 古巴	西班牙语 / 英语	141	61.7%,28.8%,7.0%,1.1%,1.4%	古巴,苏联,艺术,1960s,共产主义,Mikheil.Kalatozishvili,俄罗斯,苏俄	古巴,苏联,艺术,1960s,共产主义,Mikheil.Kalatozishvili,俄罗斯,苏俄	http://www.imdb.com/title/tt0058604
怦然心动	剧情/喜剧/爱情	8.9	622708	755050	136330	怦然心动 Flipped	2010	美国	英语	90	56.3%,34.6%,8.4%,0.6%,0.1%	爱情,青春,成长,温情,文艺,浪漫,初恋,经典	爱情,青春,成长,温情,文艺,浪漫,初恋,经典	http://www.imdb.com/title/tt0817177
当幸福来敲门	剧情/家庭/传记	8.9	597962	773702	68284	当幸福来敲门 The Pursuit of Happyness	2006	美国	英语 / 粤语	117	56.0%,35.3%,8.1%,0.5%,0.1%	励志,父子,感动,美国电影,家庭,经典,人生,剧情	励志,父子,感动,美国电影,家庭,经典,人生,剧情	http://www.imdb.com/title/tt0454921
飞屋环游记	剧情/喜剧/动画/冒险	8.9	547624	679104	68098	飞屋环游记 Up	2009	美国	英语	96	54.8%,36.1%,8.6%,0.4%,0.1%	动画,梦想,美国,冒险,pixar,爱情,Disney,3D	动画,梦想,美国,冒险,pixar,爱情,Disney,3D	http://www.imdb.com/title/tt1049413
罗马假日	剧情/喜剧/爱情	8.9	421114	565180	66192	罗马假日 Roman Holiday	1953	美国	英语 / 意大利语 / 德语	118	56.1%,35.3%,8.2%,0.4%,0.1%	奥黛丽·赫本,经典,爱情,浪漫,罗马假日,美国,美国电影,电影	奥黛丽·赫本,经典,爱情,浪漫,罗马假日,美国,美国电影,电影	http://www.imdb.com/title/tt0046250
闻香识女人	剧情	8.9	353502	456102	102243	闻香识女人 Scent of a Woman	1992	美国	英语	157	55.8%,35.4%,8.2%,0.5%,0.1%	经典,阿尔·帕西诺,美国,闻香识女人,人性,剧情,美国电影,AlPacino	经典,阿尔·帕西诺,美国,闻香识女人,人性,剧情,美国电影,AlPacino	http://www.imdb.com/title/tt0105323
美丽心灵	剧情/传记	8.9	330025	429573	99089	美丽心灵 A Beautiful Mind	2001	美国	英语	135	54.1%,37.7%,7.7%,0.4%,0.1%	传记,心理,美国,经典,励志,人生,爱情,剧情	传记,心理,美国,经典,励志,人生,爱情,剧情	http://www.imdb.com/title/tt0268978
指环王1：魔戒再现	剧情/动作/奇幻/冒险	8.9	327636	429670	28641	指环王1：魔戒再现 The Lord of the Rings: The Fellowship of the Ring	2001	新西兰 / 美国	英语 / 辛达林语	178	56.8%,33.1%,9.2%,0.7%,0.2%	魔幻,史诗,美国,经典,大片,战争,2001,新西兰	魔幻,史诗,美国,经典,大片,战争,2001,新西兰	http://www.imdb.com/title/tt0120737
被嫌弃的松子的一生	剧情/歌舞	8.9	315633	375040	114881	被嫌弃的松子的一生 嫌われ松子の一生	2006	日本	日语	130	55.6%,33.5%,9.3%,1.1%,0.4%	日本,剧情,人生,歌舞,人性,2006,经典,女性	日本,剧情,人生,歌舞,人性,2006,经典,女性	http://www.imdb.com/title/tt0768120
狮子王	剧情/动画/歌舞/家庭/冒险	8.9	305544	413014	26432	狮子王 The Lion King	1994	美国	英语 / 斯瓦希里语 / 科萨语 / 祖鲁语	89	54.6%,36.1%,8.9%,0.3%,0.1%	动画,迪斯尼,经典,美国,童年,成长,励志,1994	动画,迪斯尼,经典,美国,童年,成长,励志,1994	http://www.imdb.com/title/tt0110357
拯救大兵瑞恩	剧情/历史/战争	8.9	258513	339842	63116	拯救大兵瑞恩 Saving Private Ryan	1998	美国	英语 / 法语 / 德语 / 捷克语	169	53.5%,37.4%,8.5%,0.5%,0.1%	战争,二战,斯皮尔伯格,美国,经典,人性,TomHanks,汤姆·汉克斯	战争,二战,斯皮尔伯格,美国,经典,人性,TomHanks,汤姆·汉克斯	http://www.imdb.com/title/tt0120815
音乐之声	剧情/爱情/歌舞/传记	8.9	248648	335459	37558	音乐之声 The Sound of Music	1965	美国	英语	174	55.4%,35.5%,8.6%,0.4%,0.1%	经典,音乐剧,美国,音乐之声,音乐,爱情,歌舞,美国电影	经典,音乐剧,美国,音乐之声,音乐,爱情,歌舞,美国电影	http://www.imdb.com/title/tt0059742
玛丽和马克思	剧情/动画	8.9	242910	294274	95817	玛丽和马克思 Mary and Max	2009	澳大利亚	英语 / 依地语	92	56.2%,33.9%,8.9%,0.8%,0.2%	动画,粘土动画,友情,澳大利亚,孤独,成长,人生,2009	动画,粘土动画,友情,澳大利亚,孤独,成长,人生,2009	http://www.imdb.com/title/tt0978762
末代皇帝	剧情/传记/历史	8.9	184987	231717	73031	末代皇帝 The Last Emperor	1987	意大利 / 中国大陆 / 英国 / 法国	英语 / 汉语普通话 / 日语 / 俄语	163	55.9%,35.5%,8.0%,0.5%,0.1%	历史,传记,经典,意大利,溥仪,人生,剧情,1987	历史,传记,经典,意大利,溥仪,人生,剧情,1987	http://www.imdb.com/title/tt0093389
上帝之城	剧情/犯罪	8.9	165451	212597	81638	上帝之城 Cidade de Deus	2002	巴西 / 法国	葡萄牙语	130	54.8%,36.3%,8.1%,0.6%,0.1%	巴西,暴力,犯罪,黑帮,青春,南美,剧情,人性	巴西,暴力,犯罪,黑帮,青春,南美,剧情,人性	http://www.imdb.com/title/tt0317248
一一	剧情/爱情/家庭	8.9	165215	210994	130507	一一	2000	台湾 / 日本	汉语普通话 / 闽南语 / 福建话 / 英语 / 日语	173	59.2%,29.9%,9.4%,1.1%,0.4%	杨德昌,台湾,台湾电影,文艺,生活,一一,楊德昌,人生	杨德昌,台湾,台湾电影,文艺,生活,一一,楊德昌,人生	http://www.imdb.com/title/tt0244316
穿条纹睡衣的男孩	剧情/战争	8.9	159100	192369	94889	穿条纹睡衣的男孩 The Boy in the Striped Pajamas	2008	英国 / 美国	英语	94	53.1%,39.3%,7.1%,0.4%,0.1%	二战,战争,人性,穿条纹衣服的男孩,剧情,美国,英国,纳粹	二战,战争,人性,穿条纹衣服的男孩,剧情,美国,英国,纳粹	http://www.imdb.com/title/tt0914798
小森林 夏秋篇	剧情	8.9	140685	161300	67363	小森林 夏秋篇 リトル・フォレスト 夏・秋	2014	日本	日语	111	56.0%,35.1%,8.1%,0.6%,0.2%	日本,美食,自然,文艺,温情,桥本爱,小清新,治愈	日本,美食,自然,文艺,温情,桥本爱,小清新,治愈	http://www.imdb.com/title/tt3474600
小森林 冬春篇	剧情	8.9	122549	141063	58259	小森林 冬春篇 リトル・フォレスト 冬・春	2015	日本	日语	120	56.3%,35.2%,7.7%,0.6%,0.2%	日本,美食,文艺,自然,温情,小清新,治愈,2015	日本,美食,文艺,自然,温情,小清新,治愈,2015	http://www.imdb.com/title/tt3474602
勇士	剧情/家庭/运动	8.9	89400	105036	49569	勇士 Warrior	2011	美国	英语	140	54.7%,35.1%,9.2%,0.8%,0.2%	动作,美国,励志,亲情,剧情,汤姆·哈迪,家庭,2011	动作,美国,励志,亲情,剧情,汤姆·哈迪,家庭,2011	http://www.imdb.com/title/tt1291584
与狼共舞	types	score	votes	watched	plan_to_watch	full_name	year	nations	languages	runtime	fivestars	tags	tags	imdb
伴我同行	剧情/儿童/冒险	8.9	53044	63395	71526	伴我同行 Stand by Me	1986	美国	英语	89	53.8%,37.4%,8.3%,0.4%,0.1%	成长,美国,青春,童年,1986,友情,剧情,经典	成长,美国,青春,童年,1986,友情,剧情,经典	http://www.imdb.com/title/tt0092005
偷自行车的人	剧情/犯罪	8.9	41807	54482	37739	偷自行车的人 Ladri di biciclette	1948	意大利	意大利语	89	54.0%,38.2%,7.2%,0.4%,0.1%	意大利,新现实主义,经典,黑白,剧情,1948,人性,犯罪	意大利,新现实主义,经典,黑白,剧情,1948,人性,犯罪	http://www.imdb.com/title/tt0040522
大独裁者	剧情/喜剧/战争	8.9	30524	39775	15411	大独裁者 The Great Dictator	1940	美国	英语 / 世界语	125	55.9%,35.7%,7.7%,0.6%,0.1%	卓别林,喜剧,美国,经典,黑白,CharlesChaplin,美国电影,1940	卓别林,喜剧,美国,经典,黑白,CharlesChaplin,美国电影,1940	http://www.imdb.com/title/tt0032553
影子武士	剧情/历史/战争	8.9	22154	27884	20118	影子武士 影武者	1980	美国 / 日本	日语	180	52.5%,38.6%,8.1%,0.6%,0.2%	黑泽明,日本,战争,日本电影,历史,经典,黑澤明,古装	黑泽明,日本,战争,日本电影,历史,经典,黑澤明,古装	http://www.imdb.com/title/tt0080979
听见天堂	剧情	8.9	17342	22113	30148	听见天堂 Rosso come il cielo	2006	意大利	意大利语	96	52.1%,39.1%,8.4%,0.4%,0.1%	意大利,励志,成长,听见天堂,意大利电影,盲童,经典,电影	意大利,励志,成长,听见天堂,意大利电影,盲童,经典,电影	http://www.imdb.com/title/tt0450121
楢山节考	剧情	8.9	17247	22041	26360	楢山节考 楢山節考	1983	日本	日语	130	54.5%,36.0%,8.6%,0.7%,0.2%	今村昌平,日本,日本电影,楢山节考,人性,剧情,金棕榈奖,经典	今村昌平,日本,日本电影,楢山节考,人性,剧情,金棕榈奖,经典	http://www.imdb.com/title/tt0084390
大路	剧情	8.9	16811	21695	30065	大路 La strada	1954	意大利	意大利语	108	57.0%,34.1%,8.0%,0.6%,0.2%	费里尼,意大利,意大利电影,黑白,经典,FedericoFellini,1954,Federico_Fellini	费里尼,意大利,意大利电影,黑白,经典,FedericoFellini,1954,Federico_Fellini	http://www.imdb.com/title/tt0047528
光荣之路	types	score	votes	watched	plan_to_watch	full_name	year	nations	languages	runtime	fivestars	tags	tags	imdb
大都会	剧情/科幻	8.9	14783	19174	32634	大都会 Metropolis	1927	德国	无对白	153	57.7%,32.5%,8.7%,0.9%,0.3%	德国,科幻,默片,经典,德国电影,1927,Fritz_Lang,FritzLang	德国,科幻,默片,经典,德国电影,1927,Fritz_Lang,FritzLang	http://www.imdb.com/title/tt0017136
永恒和一日	剧情	8.9	13271	17543	39910	永恒和一日 Μια αιωνιότητα και μια μερα	1998	法国 / 意大利 / 希腊 / 德国	希腊语 / 英语	137	58.1%,31.8%,8.7%,0.9%,0.5%	安哲罗普洛斯,希腊,希腊电影,法国,经典,TheoAngelopoulos,欧洲,电影	安哲罗普洛斯,希腊,希腊电影,法国,经典,TheoAngelopoulos,欧洲,电影	http://www.imdb.com/title/tt0156794
乡愁	剧情	8.9	12324	17789	38648	乡愁 Ностальгия	1983	苏联 / 意大利	意大利语 / 俄语	125	60.6%,28.8%,8.1%,1.5%,1.0%	塔可夫斯基,俄罗斯,苏联,AndreiTarkovsky,意大利,电影,Andrei_Tarkovsky,1983	塔可夫斯基,俄罗斯,苏联,AndreiTarkovsky,意大利,电影,Andrei_Tarkovsky,1983	http://www.imdb.com/title/tt0086022
莫娣	剧情/爱情/传记	8.9	11717	12803	28094	莫娣 Maudie	2016	爱尔兰 / 加拿大	英语	115	52.9%,39.0%,7.5%,0.4%,0.2%	爱情,传记,文艺,温情,加拿大,女性,爱尔兰,剧情	爱情,传记,文艺,温情,加拿大,女性,爱尔兰,剧情	http://www.imdb.com/title/tt3721954
神女	剧情	8.9	10484	13473	9545	神女	1934	中国大陆	无对白	76	55.7%,36.6%,7.2%,0.4%,0.1%	默片,黑白,1934,经典,女性,中国大陆,剧情,人性	默片,黑白,1934,经典,女性,中国大陆,剧情,人性	http://www.imdb.com/title/tt0195256
镜子	剧情/传记/历史/战争	8.9	9905	14353	28336	镜子 Зеркало	1975	苏联	俄语 / 西班牙语	108	59.4%,29.8%,8.5%,1.5%,0.7%	苏联,大师,1975,传记,文艺,剧情,经典,战争	苏联,大师,1975,传记,文艺,剧情,经典,战争	http://www.imdb.com/title/tt0072443
佛兰德斯的狗	剧情/爱情/动画	8.9	8277	10094	14057	佛兰德斯的狗 フランダースの犬	1997	日本 / 美国	日语	93	57.8%,29.9%,11.1%,0.9%,0.3%	动画,日本,日本动画,经典,佛兰得斯的狗,难以忘却的经典,佛兰德斯的狗,龙龙与忠狗	动画,日本,日本动画,经典,佛兰得斯的狗,难以忘却的经典,佛兰德斯的狗,龙龙与忠狗	http://www.imdb.com/title/tt0304072
死者田园祭	剧情	8.9	5762	7488	11550	死者田园祭 田園に死す	1974	日本	日语	104	56.0%,33.4%,9.1%,1.0%,0.6%	寺山修司,日本,日本电影,cult,实验,1970s,1974,电影	寺山修司,日本,日本电影,cult,实验,1970s,1974,电影	http://www.imdb.com/title/tt0071406
世上最快的印地安摩托	剧情/传记/运动	8.9	5132	6291	6765	世上最快的印地安摩托 The World's Fastest Indian	2005	新西兰 / 美国 / 瑞士 / 日本	英语	127	53.4%,38.0%,8.0%,0.5%,0.2%	励志,安东尼·霍普金斯,美国,梦想,人生,世上最快的印第安摩托,传记,AnthonyHopkins	励志,安东尼·霍普金斯,美国,梦想,人生,世上最快的印第安摩托,传记,AnthonyHopkins	http://www.imdb.com/title/tt0412080
安德烈·卢布廖夫	剧情/传记/历史/战争	8.9	4448	6197	10191	安德烈·卢布廖夫 Андрей Рублёв	1966	苏联	俄语 / 意大利语 / 鞑靼语	145	59.2%,30.1%,8.7%,1.2%,0.8%	苏联,传记,1966,宗教,历史,黑白,战争,剧情	苏联,传记,1966,宗教,历史,黑白,战争,剧情	http://www.imdb.com/title/tt0060107
婚姻生活	剧情/爱情	8.9	4364	5821	16666	婚姻生活 Scener ur ett äktenskap	1973	瑞典	瑞典语	167	57.2%,33.7%,8.2%,0.6%,0.4%	英格玛·伯格曼,瑞典,婚姻,爱情,IngmarBergman,瑞典电影,伯格曼,1970s	英格玛·伯格曼,瑞典,婚姻,爱情,IngmarBergman,瑞典电影,伯格曼,1970s	http://www.imdb.com/title/tt0070644
夺命剑	剧情	8.9	3795	4506	4333	夺命剑 上意討ち －拝領妻始末－	1967	日本	日语	128	53.3%,38.1%,8.1%,0.3%,0.1%	小林正树,日本,三船敏郎,武士,仲代达矢,日本电影,1967,1960s	小林正树,日本,三船敏郎,武士,仲代达矢,日本电影,1967,1960s	http://www.imdb.com/title/tt0061847
尤里西斯的凝视	剧情/战争	8.9	3686	5497	18332	尤里西斯的凝视 Το βλέμμα του Οδυσσέα	1995	法国 / 希腊 / 意大利 / 德国 / 英国 / 南斯拉夫 / 波黑 / 阿尔巴尼亚 / 罗马尼亚	英语 / 希腊语 / 保加利亚语 / 阿尔巴尼亚语 / 塞尔维亚语 / 罗马尼亚语	176	57.2%,33.9%,7.4%,0.9%,0.6%	安哲罗普洛斯,希腊,希腊电影,西奥·安哲罗普洛斯,TheoAngelopoulos,欧洲电影,欧洲,Theo_Angelopoulos	安哲罗普洛斯,希腊,希腊电影,西奥·安哲罗普洛斯,TheoAngelopoulos,欧洲电影,欧洲,Theo_Angelopoulos	http://www.imdb.com/title/tt0114863
哭泣的草原	剧情/爱情/历史	8.9	3443	4805	11654	哭泣的草原 Τριλογία 1: Το Λιβάδι που δακρύζει	2004	希腊 / 法国 / 意大利 / 德国	希腊语	185	56.0%,33.7%,8.8%,1.1%,0.3%	希腊,安哲罗普洛斯,西奥·安哲罗普洛斯,文艺,希腊电影,TheoAngelopoulos,Theo_Angelopoulos,欧洲	希腊,安哲罗普洛斯,西奥·安哲罗普洛斯,文艺,希腊电影,TheoAngelopoulos,Theo_Angelopoulos,欧洲	http://www.imdb.com/title/tt0366721
可玛猫	剧情/动画/儿童	8.9	3004	3909	5065	可玛猫 こま撮り映画・こまねこ	2009	日本	日语	59	58.2%,30.2%,10.3%,1.0%,0.3%	动画,日本动画,日本,可玛猫,猫,精致,こまねこ,,2007	动画,日本动画,日本,可玛猫,猫,精致,こまねこ,,2007	http://www.imdb.com/title/tt1410243
撒旦探戈	剧情/悬疑	8.9	2842	4366	33308	撒旦探戈 Sátántangó	1994	匈牙利 / 德国 / 瑞士	匈牙利语	450	62.0%,26.9%,7.9%,1.6%,1.6%	匈牙利,贝拉·塔尔,撒旦探戈,匈牙利电影,1994,历史片,BélaTarr,电影	匈牙利,贝拉·塔尔,撒旦探戈,匈牙利电影,1994,历史片,BélaTarr,电影	http://www.imdb.com/title/tt0111341
我出生了，但……	剧情/喜剧	8.9	2818	3660	8174	我出生了，但…… 大人の見る絵本 生れてはみたけれど	1932	日本	日语	100	54.8%,38.3%,6.4%,0.3%,0.3%	小津安二郎,日本,默片,日本电影,1932,成长,1930s,经典	小津安二郎,日本,默片,日本电影,1932,成长,1930s,经典	http://www.imdb.com/title/tt0023634
秦时明月之一舞倾城	剧情/动画/历史/战争	8.9	2808	3237	885	秦时明月之一舞倾城	2010	中国大陆	普通话/国语	20	60.9%,28.3%,8.5%,1.1%,1.1%	秦时明月,国产动画,动画,看过的电视剧,华语标签,武侠,中国,一舞倾城	秦时明月,国产动画,动画,看过的电视剧,华语标签,武侠,中国,一舞倾城	
V字仇杀队	剧情/动作/科幻/惊悚	8.8	458166	556794	100572	V字仇杀队 V for Vendetta	2005	美国 / 英国 / 德国	英语	132	54.8%,33.5%,10.1%,1.2%,0.4%	政治,美国,剧情,科幻,NataliePortman,动作,暴力,美国电影	政治,美国,剧情,科幻,NataliePortman,动作,暴力,美国电影	http://www.imdb.com/title/tt0434409
