name	types	score	votes	watched	plan_to_watch	full_name	year	nations	languages	runtime	fivestars	tags	tags	imdb
只是世界尽头	剧情/同性	6.8	8108	9258	9266	只是世界尽头 Juste la fin du monde	2016	法国 / 加拿大	法语	97	13.8%,32.8%,37.5%,12.9%,3.0%	法国,家庭,2016,加拿大,剧情,同性,戛纳,亲情	法国,家庭,2016,加拿大,剧情,同性,戛纳,亲情	http://www.imdb.com/title/tt4645368
蜜糖与调味：风味绝佳	剧情/爱情	6.8	7922	11871	8175	蜜糖与调味：风味绝佳 シュガー＆スパイス ～風味絶佳～	2006	日本	日语	125	11.4%,30.4%,47.7%,9.3%,1.2%	日本电影,日本,蜜糖与调味：风味绝佳,爱情,青春,陈柏霖,沢尻エリカ,柳乐优弥	日本电影,日本,蜜糖与调味：风味绝佳,爱情,青春,陈柏霖,沢尻エリカ,柳乐优弥	http://www.imdb.com/title/tt0794373
神偷谍影	剧情/动作	6.8	7909	11652	711	神偷谍影 神偷諜影	1997	香港	粤语	90	7.7%,32.9%,52.9%,5.7%,0.7%	香港,金城武,动作,香港电影,陈小春,杨采妮,1997,陈德森	香港,金城武,动作,香港电影,陈小春,杨采妮,1997,陈德森	http://www.imdb.com/title/tt0156998
鬼水怪谈	剧情/悬疑/惊悚/恐怖	6.8	7895	11168	2304	鬼水怪谈 仄暗い水の底から	2002	日本	日语	101	9.3%,32.8%,49.1%,7.5%,1.2%	恐怖,日本,日本电影,恐怖片,黑木瞳,惊悚,鬼水凶灵,2002	恐怖,日本,日本电影,恐怖片,黑木瞳,惊悚,鬼水凶灵,2002	http://www.imdb.com/title/tt0308379
黑暗边缘	剧情/惊悚/犯罪	6.8	7859	9461	1967	黑暗边缘 Edge of Darkness	2010	美国 / 英国	英语	117	9.8%,31.3%,49.7%,8.2%,1.0%	犯罪,梅尔·吉布森,美国,悬疑,美国电影,动作,2010,MelGibson	犯罪,梅尔·吉布森,美国,悬疑,美国电影,动作,2010,MelGibson	http://www.imdb.com/title/tt1226273
名利场	剧情/爱情	6.8	7735	10049	3568	名利场 Vanity Fair	2004	英国 / 美国	英语 / 法语 / 德语	141	8.0%,32.3%,50.9%,8.0%,0.8%	名著改编,美国,英国,名利场,ReeseWitherspoon,剧情,美国电影,名著	名著改编,美国,英国,名利场,ReeseWitherspoon,剧情,美国电影,名著	http://www.imdb.com/title/tt0241025
远离尘嚣	剧情/爱情	6.8	7412	8715	6273	远离尘嚣 Far From the Madding Crowd	2015	英国 / 美国	英语	119	10.0%,33.0%,45.8%,9.9%,1.4%	英国,爱情,名著改编,2015,文艺,剧情,美国,古典	英国,爱情,名著改编,2015,文艺,剧情,美国,古典	http://www.imdb.com/title/tt2935476
血溅13号警署	剧情/动作/惊悚/犯罪	6.8	7363	9393	1110	血溅13号警署 Assault on Precinct 13	2005	法国 / 美国	英语 / 塞尔维亚语	109	7.2%,34.4%,51.3%,6.2%,0.9%	动作,警匪,美国,犯罪,美国电影,枪战,EthanHawke,2005	动作,警匪,美国,犯罪,美国电影,枪战,EthanHawke,2005	http://www.imdb.com/title/tt0398712
好景当前	剧情/喜剧/爱情	6.8	7261	8468	4293	好景当前 The Spectacular Now	2013	美国	英语	95	8.5%,32.5%,49.7%,8.3%,1.1%	青春,美国,爱情,2013,剧情,独立电影,美国电影,ShaileneWoodley	青春,美国,爱情,2013,剧情,独立电影,美国电影,ShaileneWoodley	http://www.imdb.com/title/tt1714206
一碌蔗	types	score	votes	watched	plan_to_watch	full_name	year	nations	languages	runtime	fivestars	tags	tags	imdb
殉难者	剧情/惊悚/恐怖	6.8	7146	8731	5382	殉难者 Martyrs	2008	法国 / 加拿大	法语	99	13.2%,31.2%,41.1%,10.4%,4.1%	血腥,法国,恐怖,宗教,惊悚,法国电影,殉道,2008	血腥,法国,恐怖,宗教,惊悚,法国电影,殉道,2008	http://www.imdb.com/title/tt1029234
天赐之女	剧情/惊悚/恐怖	6.8	7149	7917	4341	天赐之女 The Girl with All the Gifts	2016	英国 / 美国	英语	111	9.4%,36.0%,43.8%,8.9%,1.8%	丧尸,英国,惊悚,恐怖,科幻,灾难,人性,2016	丧尸,英国,惊悚,恐怖,科幻,灾难,人性,2016	http://www.imdb.com/title/tt4547056
艳舞女郎	剧情/情色	6.8	6785	9516	4901	艳舞女郎 Showgirls	1995	法国 / 美国	英语	128	10.2%,31.2%,47.0%,9.5%,2.1%	情色,美国,歌舞,美国电影,剧情,1995,舞蹈,电影	情色,美国,歌舞,美国电影,剧情,1995,舞蹈,电影	http://www.imdb.com/title/tt0114436
欲望号快车	剧情/惊悚/情色	6.8	6775	9781	7548	欲望号快车 Crash	1996	加拿大 / 英国	英语 / 瑞典语	100	12.6%,30.7%,42.6%,11.1%,2.9%	情色,加拿大,DavidCronenberg,1996,剧情,英国,美国,大卫·柯南伯格	情色,加拿大,DavidCronenberg,1996,剧情,英国,美国,大卫·柯南伯格	http://www.imdb.com/title/tt0115964
性爱之后	剧情/喜剧/同性	6.8	6678	8555	4385	性爱之后 After Sex	2007	美国	英语	77	7.7%,35.6%,46.7%,8.5%,1.6%	美国,爱情,性,2007,剧情,同志,喜剧,人性	美国,爱情,性,2007,剧情,同志,喜剧,人性	http://www.imdb.com/title/tt0465375
暗物质	剧情	6.8	6343	8486	5795	暗物质 Dark Matter	2007	美国	英语 / 汉语普通话	88	10.1%,31.6%,46.6%,10.1%,1.5%	刘烨,美国,暗物质,梅丽尔·斯特里普,剧情,美国电影,2007,MerylStreep	刘烨,美国,暗物质,梅丽尔·斯特里普,剧情,美国电影,2007,MerylStreep	http://www.imdb.com/title/tt0416675
惊天核网	剧情/动作/惊悚	6.8	6143	7677	1386	惊天核网 The Sum of All Fears	2002	美国 / 德国	英语 / 俄语 / 乌克兰语 / 德语 / 阿拉伯语	124	7.3%,32.1%,53.1%,6.7%,0.8%	美国,战争,摩根·费里曼,本·阿弗莱克,动作,反恐,美国电影,剧情	美国,战争,摩根·费里曼,本·阿弗莱克,动作,反恐,美国电影,剧情	http://www.imdb.com/title/tt0164184
咏春	剧情/动作	6.8	6080	8601	455	咏春 詠春	1994	香港	粤语	93	6.2%,34.1%,54.6%,4.4%,0.7%	香港,动作,甄子丹,杨紫琼,香港电影,武侠,袁和平,1994	香港,动作,甄子丹,杨紫琼,香港电影,武侠,袁和平,1994	http://www.imdb.com/title/tt0111800
赤桥下的暖流	剧情/爱情/情色	6.8	6075	9226	5317	赤桥下的暖流 赤い橋の下のぬるい水	2001	日本 / 法国	日语	122	9.0%,34.1%,47.0%,8.6%,1.3%	今村昌平,日本,情色,日本电影,爱情,役所广司,文艺,2001	今村昌平,日本,情色,日本电影,爱情,役所广司,文艺,2001	http://www.imdb.com/title/tt0289054
穿越西伯利亚	剧情/悬疑/惊悚/犯罪	6.8	6000	7462	2815	穿越西伯利亚 Transsiberian	2008	英国 / 德国 / 西班牙 / 立陶宛	英语 / 俄语	111	7.3%,34.8%,49.0%,8.1%,0.8%	悬疑,犯罪,英国,惊悚,2008,英国电影,东方列车谋杀案,电影	悬疑,犯罪,英国,惊悚,2008,英国电影,东方列车谋杀案,电影	http://www.imdb.com/title/tt0800241
马永贞	剧情/动作	6.8	5827	7565	510	马永贞 馬永貞	1997	香港	粤语	93	7.6%,31.1%,54.3%,6.4%,0.6%	金城武,动作,香港,香港电影,元彪,元奎,1997,刘镇伟	金城武,动作,香港,香港电影,元彪,元奎,1997,刘镇伟	http://www.imdb.com/title/tt0136242
能召回前世的布米叔叔	剧情/奇幻	6.8	5554	7654	8776	能召回前世的布米叔叔 ลุงบุญมีระลึกชาติ	2010	泰国 / 英国 / 法国 / 德国 / 西班牙	泰语	114	15.4%,31.8%,35.3%,12.8%,4.7%	泰国,金棕榈,泰国电影,2010,阿彼察邦·韦拉斯哈古,ApichatpongWeerasethakul,独立,奇幻	泰国,金棕榈,泰国电影,2010,阿彼察邦·韦拉斯哈古,ApichatpongWeerasethakul,独立,奇幻	http://www.imdb.com/title/tt1588895
明日之丈	剧情/动作	6.8	5453	6591	3331	明日之丈 あしたのジョー	2011	日本	日语	131	12.2%,28.9%,46.0%,10.8%,2.2%	日本电影,2011,拳击,励志,动作,热血,漫画改编,青春	日本电影,2011,拳击,励志,动作,热血,漫画改编,青春	http://www.imdb.com/title/tt1606595
烛台背后	剧情/爱情/同性/传记	6.8	5403	6580	6291	烛台背后 Behind the Candelabra	2013	美国	英语	118	6.4%,33.4%,52.8%,6.6%,0.8%	传记,美国,同性,2013,HBO,剧情,爱情,音乐	传记,美国,同性,2013,HBO,剧情,爱情,音乐	http://www.imdb.com/title/tt1291580
下弦之月	剧情/爱情	6.8	5274	6968	1595	下弦之月 下弦の月〜ラスト・クォーター	2004	日本	日语	112	13.2%,28.8%,45.2%,10.9%,1.9%	hyde,日本电影,日本,矢泽爱,下弦之月,栗山千明,成宫宽贵,漫画改编	hyde,日本电影,日本,矢泽爱,下弦之月,栗山千明,成宫宽贵,漫画改编	http://www.imdb.com/title/tt0440532
极秘搜查	剧情/犯罪	6.8	5247	6128	1561	极秘搜查 극비수사	2015	韩国	韩语	108	8.0%,34.0%,50.6%,6.8%,0.6%	韩国,犯罪,悬疑,2015,真实事件改编,人性,绑架,惊悚	韩国,犯罪,悬疑,2015,真实事件改编,人性,绑架,惊悚	http://www.imdb.com/title/tt4791594
错乱的一代	剧情/犯罪	6.8	5198	6016	4884	错乱的一代 ディストラクション・ベイビーズ	2016	日本	日语	108	11.8%,33.0%,42.7%,9.7%,2.8%	日本,暴力,2016,犯罪,青春,人性,剧情,cult	日本,暴力,2016,犯罪,青春,人性,剧情,cult	http://www.imdb.com/title/tt4912452
我的无形符号	剧情	6.8	5180	6707	2937	我的无形符号 An Invisible Sign	2010	美国	英语	96	10.7%,32.0%,47.1%,8.7%,1.5%	美国,jessicaalba,美国电影,剧情,励志,青春,2010,电影	美国,jessicaalba,美国电影,剧情,励志,青春,2010,电影	http://www.imdb.com/title/tt1212454
侠盗高飞	剧情/动作/惊悚/犯罪	6.8	5110	7336	999	侠盗高飞 俠盜高飛	1992	香港	粤语	96	8.2%,31.7%,52.6%,6.7%,0.7%	周润发,香港,动作,香港电影,林岭东,任达华,黄秋生,黑帮	周润发,香港,动作,香港电影,林岭东,任达华,黄秋生,黑帮	http://www.imdb.com/title/tt0105851
那个男人的书198页	剧情/爱情	6.8	5049	6877	3155	那个男人的书198页 그남자의 책 198쪽	2008	韩国	韩语	97	8.3%,32.4%,51.4%,7.1%,0.8%	韩国电影,韩国,爱情,李东旭,那个男人的书198页,柳真,电影,2008	韩国电影,韩国,爱情,李东旭,那个男人的书198页,柳真,电影,2008	http://www.imdb.com/title/tt2663738
飞吧，爸爸	剧情	6.8	4942	6854	529	飞吧，爸爸 플라이 대디	2006	韩国	韩语	112	10.2%,28.8%,51.6%,8.5%,0.9%	李俊基,韩国电影,韩国,励志,亲情,电影,喜剧,中年危机	李俊基,韩国电影,韩国,励志,亲情,电影,喜剧,中年危机	http://www.imdb.com/title/tt0857334
五月魔女	剧情/悬疑/惊悚/恐怖	6.8	4820	5676	3633	五月魔女 May	2002	美国	英语	93	9.2%,32.4%,47.2%,9.0%,2.2%	恐怖,美国,惊悚,cult,神经质,美国电影,精神病,May	恐怖,美国,惊悚,cult,神经质,美国电影,精神病,May	http://www.imdb.com/title/tt0303361
温布尔登	剧情/喜剧/爱情/运动	6.8	4603	6040	1896	温布尔登 Wimbledon	2004	英国 / 法国	英语	98	8.4%,31.7%,52.7%,6.7%,0.6%	爱情,英国,KirstenDunst,网球,体育,Wimbledon,英国电影,美国电影	爱情,英国,KirstenDunst,网球,体育,Wimbledon,英国电影,美国电影	http://www.imdb.com/title/tt0360201
女拳霸	剧情/动作	6.8	4599	5828	713	女拳霸 ช็อคโกแลต	2008	泰国	泰语 / 英语 / 日语	110	11.5%,30.3%,46.5%,9.4%,2.2%	动作,泰国,泰国电影,女拳霸,阿部宽,泰拳,2008,武打	动作,泰国,泰国电影,女拳霸,阿部宽,泰拳,2008,武打	http://www.imdb.com/title/tt1183252
东京朋友 电影版	剧情	6.8	4586	6432	2478	东京朋友 电影版 東京フレンズ The Movie	2006	日本	日语	116	10.8%,31.4%,47.8%,8.9%,1.1%	日本电影,大塚爱,瑛太,日本,青春,東京フレンズ,爱情,电影	日本电影,大塚爱,瑛太,日本,青春,東京フレンズ,爱情,电影	http://www.imdb.com/title/tt0823635
大洋之间的灯光	剧情/爱情	6.8	4567	5154	5350	大洋之间的灯光 The Light Between Oceans	2016	英国 / 新西兰 / 美国	英语	133	9.3%,32.1%,47.3%,9.8%,1.5%	爱情,剧情,美国,2016,人性,文艺,英国,小说改编	爱情,剧情,美国,2016,人性,文艺,英国,小说改编	http://www.imdb.com/title/tt2547584
棒球英豪	剧情/爱情/运动	6.8	4558	5910	1350	棒球英豪 タッチ	2005	日本	日语	116	12.6%,29.1%,47.2%,9.2%,1.9%	日本,日本电影,长泽雅美,青春,安达充,touch,爱情,長澤まさみ	日本,日本电影,长泽雅美,青春,安达充,touch,爱情,長澤まさみ	http://www.imdb.com/title/tt0489569
哼唱	剧情/爱情/奇幻	6.8	4528	6307	3599	哼唱 허밍	2008	韩国	韩语	96	9.4%,32.8%,49.4%,7.5%,0.8%	韩国电影,爱情,韩国,韩智慧,哼唱,허밍(humming),电影,2008	韩国电影,爱情,韩国,韩智慧,哼唱,허밍(humming),电影,2008	http://www.imdb.com/title/tt1773471
哀乐女子天团	剧情/音乐	6.8	4424	4759	1737	哀乐女子天团	2017	中国大陆	汉语普通话	86	8.6%,36.4%,43.9%,8.8%,2.3%	音乐,青春,温情,网大,题材新颖,感动,葬礼,2017	音乐,青春,温情,网大,题材新颖,感动,葬礼,2017	
离别七日情	剧情/喜剧	6.8	4275	5099	1929	离别七日情 This Is Where I Leave You	2014	美国	英语	103	8.5%,32.2%,51.1%,7.1%,1.0%	美国,家庭,喜剧,亲情,温情,2014,剧情,生活	美国,家庭,喜剧,亲情,温情,2014,剧情,生活	http://www.imdb.com/title/tt1371150
妓院里的回忆	剧情/情色	6.8	4233	5930	10579	妓院里的回忆 L'apollonide (Souvenirs de la maison close)	2011	法国	法语	122	8.1%,34.7%,46.6%,9.1%,1.6%	法国,情色,法国电影,剧情,2011,第64届戛纳电影节,贝特朗·波尼洛,BertrandBonello	法国,情色,法国电影,剧情,2011,第64届戛纳电影节,贝特朗·波尼洛,BertrandBonello	http://www.imdb.com/title/tt1660379
爱的言灵	剧情/爱情/同性	6.8	4131	5294	1056	爱的言灵 愛の言霊	2007	日本	日语	72	14.0%,28.3%,45.6%,10.2%,1.9%	BL,日本电影,日本,同志,爱的言灵,爱情,GAY,电影	BL,日本电影,日本,同志,爱的言灵,爱情,GAY,电影	http://www.imdb.com/title/tt1230444
恋恋师情	剧情/爱情/同性	6.8	4045	5512	2179	恋恋师情 Loving Annabelle	2006	美国	英语	76	11.7%,29.8%,47.1%,9.7%,1.7%	les,美国,师生恋,美国电影,爱情,同志,Lesbian,同性	les,美国,师生恋,美国电影,爱情,同志,Lesbian,同性	http://www.imdb.com/title/tt0323120
最好的我	剧情/爱情	6.8	4002	4762	2473	最好的我 The Best of Me	2014	美国	英语	117	11.8%,29.1%,46.2%,11.1%,1.9%	爱情,美国,温情,2014,小说改编,文艺,剧情,青春	爱情,美国,温情,2014,小说改编,文艺,剧情,青春	http://www.imdb.com/title/tt1972779
阿尔法狗	剧情/犯罪	6.8	3926	5424	2571	阿尔法狗 Alpha Dog	2006	美国	英语	122	8.9%,33.9%,47.7%,8.1%,1.4%	犯罪,美国,青春,美国电影,剧情,纪实,2006,阿尔法狗	犯罪,美国,青春,美国电影,剧情,纪实,2006,阿尔法狗	http://www.imdb.com/title/tt0426883
聪明人	剧情/喜剧/爱情/家庭	6.8	3904	5268	2185	聪明人 Smart People	2008	美国	英语 / 西班牙语	95	7.3%,35.2%,49.5%,7.2%,0.8%	EllenPage,美国,美国电影,剧情,文艺,2008,SarahJessicaParker,我看过的电影	EllenPage,美国,美国电影,剧情,文艺,2008,SarahJessicaParker,我看过的电影	http://www.imdb.com/title/tt0858479
满洲候选人	剧情/悬疑/惊悚	6.8	3887	4959	1755	满洲候选人 The Manchurian Candidate	2004	美国	英语	129	6.2%,33.8%,52.6%,6.7%,0.8%	悬疑,美国,政治,丹泽尔·华盛顿,DenzelWashington,美国电影,剧情,2004	悬疑,美国,政治,丹泽尔·华盛顿,DenzelWashington,美国电影,剧情,2004	http://www.imdb.com/title/tt0368008
点亮灯光	剧情/同性	6.8	3786	4646	6889	点亮灯光 Keep the Lights On	2012	美国	英语 / 丹麦语	101	8.1%,34.6%,49.8%,6.5%,1.1%	美国,同志,同性,爱情,2012,文艺,剧情,GAY	美国,同志,同性,爱情,2012,文艺,剧情,GAY	http://www.imdb.com/title/tt2011953
富贵开心鬼	types	score	votes	watched	plan_to_watch	full_name	year	nations	languages	runtime	fivestars	tags	tags	imdb
动物王国	剧情/犯罪	6.8	3752	4647	3054	动物王国 Animal Kingdom	2010	澳大利亚	英语	113	8.8%,37.9%,41.9%,9.6%,1.8%	澳大利亚,犯罪,剧情,2010,澳大利亚电影,GuyPearce,电影,DavidMichôd	澳大利亚,犯罪,剧情,2010,澳大利亚电影,GuyPearce,电影,DavidMichôd	http://www.imdb.com/title/tt1313092
狮入羊口	剧情/战争	6.8	3740	4859	1863	狮入羊口 Lions for Lambs	2007	美国	英语	92	11.6%,32.3%,44.0%,10.6%,1.6%	政治,美国,战争,MerylStreep,TomCruise,美国电影,剧情,RobertRedford	政治,美国,战争,MerylStreep,TomCruise,美国电影,剧情,RobertRedford	http://www.imdb.com/title/tt0891527
黄色大象	剧情	6.8	3649	4685	4030	黄色大象 きいろいゾウ	2013	日本	日语	131	11.4%,29.6%,47.8%,9.7%,1.5%	日本电影,爱情,文艺,2013,温情,映画,剧情,舒服	日本电影,爱情,文艺,2013,温情,映画,剧情,舒服	http://www.imdb.com/title/tt2404269
限时追捕	剧情/惊悚/犯罪	6.8	3638	4296	602	限时追捕 Out of Time	2003	美国	英语	105	6.1%,33.3%,55.6%,4.5%,0.6%	犯罪,美国,丹泽尔.华盛顿,悬疑,丹泽尔·华盛顿,美国电影,DenzelWashington,动作	犯罪,美国,丹泽尔.华盛顿,悬疑,丹泽尔·华盛顿,美国电影,DenzelWashington,动作	http://www.imdb.com/title/tt0313443
无味神探	剧情/动作/惊悚/犯罪	6.8	3610	4771	1371	无味神探 無味神探	1995	香港	粤语	79	6.0%,33.8%,53.8%,5.6%,0.8%	香港,银河映像,1995,警匪,犯罪,动作,邵氏,剧情	香港,银河映像,1995,警匪,犯罪,动作,邵氏,剧情	http://www.imdb.com/title/tt0114991
指间的重量	剧情	6.8	3474	5531	4294	指间的重量 指間的重量	2006	台湾	汉语普通话	90	7.9%,34.4%,50.2%,6.5%,0.9%	台湾电影,台湾,青春,指間的重量,吴中天,指间的重量,荼毒青春,电影	台湾电影,台湾,青春,指間的重量,吴中天,指间的重量,荼毒青春,电影	http://www.imdb.com/title/tt1010341
薇罗妮卡决定去死	剧情	6.8	3430	4454	4091	薇罗妮卡决定去死 Veronika Decides to Die	2009	美国	英语	103	9.7%,34.7%,44.1%,9.8%,1.7%	美国,心理,剧情,美国电影,薇罗妮卡决定去死,2009,文学改编,文艺	美国,心理,剧情,美国电影,薇罗妮卡决定去死,2009,文学改编,文艺	http://www.imdb.com/title/tt1068678
男人女人和孩子	剧情/家庭	6.8	3394	4021	3311	男人女人和孩子 Men, Women & Children	2014	美国	英语	119	10.8%,33.7%,43.7%,10.0%,1.8%	美国,家庭,剧情,青春,2014,美国电影,电影,成长	美国,家庭,剧情,青春,2014,美国电影,电影,成长	http://www.imdb.com/title/tt3179568
控制的极限	剧情/悬疑/惊悚/犯罪	6.8	3387	4526	3596	控制的极限 The Limits of Control	2009	西班牙 / 美国 / 日本	英语 / 西班牙语 / 希伯来语 / 法语 / 日语	116	14.6%,32.5%,35.0%,12.0%,6.0%	美国,吉姆·贾木许,JimJarmusch,西班牙,2009,贾木许,美国电影,Jim_Jarmusch	美国,吉姆·贾木许,JimJarmusch,西班牙,2009,贾木许,美国电影,Jim_Jarmusch	http://www.imdb.com/title/tt1135092
武士	剧情/动作/历史/战争	6.8	3374	4535	869	武士 무사	2001	韩国 / 中国大陆	汉语普通话 / 韩语	158	10.5%,31.8%,45.5%,10.3%,1.9%	韩国,韩国电影,动作,章子怡,郑宇成,武士,武侠,2001	韩国,韩国电影,动作,章子怡,郑宇成,武士,武侠,2001	http://www.imdb.com/title/tt0275083
雷诺阿	剧情/传记	6.8	3321	4186	5172	雷诺阿 Renoir	2012	法国	法语	111	9.4%,31.3%,50.3%,8.1%,1.0%	法国,传记,艺术,文艺,绘画,2012,剧情,Renoir	法国,传记,艺术,文艺,绘画,2012,剧情,Renoir	http://www.imdb.com/title/tt2150332
英雄好汉	剧情/动作/犯罪	6.8	3234	4504	472	英雄好汉 英雄好漢	1987	香港	粤语 / 英语 / 汉语普通话	88	9.3%,31.7%,51.0%,6.6%,1.4%	周润发,香港,刘德华,香港电影,黑帮,万梓良,动作,1987	周润发,香港,刘德华,香港电影,黑帮,万梓良,动作,1987	http://www.imdb.com/title/tt0094356
罗丹岛之恋	剧情/爱情	6.8	3064	3929	1691	罗丹岛之恋 Nights in Rodanthe	2008	美国 / 澳大利亚	西班牙语 / 英语	97	10.3%,31.8%,48.4%,8.6%,1.0%	爱情,美国,美国电影,RichardGere,罗丹岛之恋,DianeLane,2008,我看过的电影	爱情,美国,美国电影,RichardGere,罗丹岛之恋,DianeLane,2008,我看过的电影	http://www.imdb.com/title/tt0956038
群星会	types	score	votes	watched	plan_to_watch	full_name	year	nations	languages	runtime	fivestars	tags	tags	imdb
占水师	剧情/战争	6.8	2978	3483	1949	占水师 The Water Diviner	2014	澳大利亚 / 美国 / 土耳其	英语 / 土耳其语 / 希腊语 / 俄语	111	9.3%,30.7%,50.2%,8.6%,1.3%	战争,澳大利亚,剧情,土耳其,罗素·克劳,历史,美国,亲情	战争,澳大利亚,剧情,土耳其,罗素·克劳,历史,美国,亲情	http://www.imdb.com/title/tt3007512
变线人生	剧情/惊悚	6.8	2956	3650	1234	变线人生 Changing Lanes	2002	美国	英语	98	7.9%,34.1%,51.3%,5.9%,0.8%	美国,剧情,人性,BenAffleck,美国电影,法律,2002,电影	美国,剧情,人性,BenAffleck,美国电影,法律,2002,电影	http://www.imdb.com/title/tt0264472
